SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2024279N21265,2024,72,,,MILTON,2024-10-10 12:00:00,TS,29.0,-79.5,65,983,hurdat_atl,main,112,112,O______________,hurdat_atl,AL142024,29.0,-79.5, ,HU,65,983,1,270,180,120,200,80,80,80,90,0,50,0,0,1010,360,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85, , , , ,12,150,180,480,300,18,65
2024279N21265,2024,72,,,MILTON,2024-10-10 15:00:00,TS,29.3,-78.6, , , ,main,205,205,P______________, ,AL142024,29.3,-78.6, ,TS,63,984,0,270,170,140,210,90,90,85,100, , , , ,1010,360,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,165,180,270,210,18,75
2018292N14261,2018,100,EP,MM,WILLA,2018-10-19 00:00:00,DS,14.2,-98.9,25,1007,hurdat_epa,main,233,232,O______________,hurdat_epa,EP242018,14.2,-98.9, ,LO,25,1007,-3, , , , , , , , , , , , ,1010,150,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,280
2018292N14261,2018,100,EP,MM,WILLA,2018-10-19 03:00:00,DS,14.4,-99.7, , , ,main,243,243,P______________, ,EP242018,14.4,-99.7, ,LO,25,1007,-3, , , , , , , , , , , , ,1010,150,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,280
2018292N14261,2018,100,EP,MM,WILLA,2018-10-19 06:00:00,DS,14.5,-100.4,25,1007,hurdat_epa,main,257,257,O______________,hurdat_epa,EP242018,14.5,-100.4, ,LO,25,1007,-3, , , , , , , , , , , , ,1010,150,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,280
2018292N14261,2018,100,EP,MM,WILLA,2018-10-19 09:00:00,DS,14.6,-101.1, , , ,main,278,278,P______________, ,EP242018,14.6,-101.1, ,LO,25,1007,-3, , , , , , , , , , , , ,1010,150,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,280
2018292N14261,2018,100,EP,MM,WILLA,2018-10-19 12:00:00,DS,14.7,-101.7,25,1007,hurdat_epa,main,295,295,O______________,hurdat_epa,EP242018,14.7,-101.7, ,LO,25,1007,-3, , , , , , , , , , , , ,1010,150,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,275
2018292N14261,2018,100,EP,MM,WILLA,2018-10-19 15:00:00,DS,14.8,-102.3, , , ,main,307,307,P______________, ,EP242018,14.8,-102.3, ,LO,25,1007,-3, , , , , , , , , , , , ,1010,150,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,275
2018292N14261,2018,100,EP,MM,WILLA,2018-10-19 18:00:00,DS,14.8,-102.8,25,1007,hurdat_epa,main,333,333,O______________,hurdat_epa,EP242018,14.8,-102.8, ,LO,25,1007,-3, , , , , , , , , , , , ,1010,150,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,275
2018292N14261,2018,100,EP,MM,WILLA,2018-10-19 21:00:00,DS,14.8,-103.2, , , ,main,358,358,P______________, ,EP242018,14.8,-103.2, ,LO,28,1007,-3, , , , , , , , , , , , ,1010,150,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,270
2018292N14261,2018,100,EP,MM,WILLA,2018-10-20 00:00:00,TS,14.8,-103.6,30,1007,hurdat_epa,main,373,373,O______________,hurdat_epa,EP242018,14.8,-103.6, ,TD,30,1007,-1, , , , , , , , , , , , ,1009,150,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , ,8,265
2018292N14261,2018,100,EP,MM,WILLA,2018-10-20 03:00:00,TS,14.7,-104.1, , , ,main,401,401,P______________, ,EP242018,14.7,-104.1, ,TD,30,1007,-1, , , , , , , , , , , , ,1009,150,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,265
2018292N14261,2018,100,EP,MM,WILLA,2018-10-20 06:00:00,TS,14.7,-104.5,30,1006,hurdat_epa,main,415,415,O______________,hurdat_epa,EP242018,14.7,-104.5, ,TD,30,1006,-1, , , , , , , , , , , , ,1009,150,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,275
2018292N14261,2018,100,EP,MM,WILLA,2018-10-20 09:00:00,TS,14.8,-104.8, , , ,main,415,412,P______________, ,EP242018,14.8,-104.8, ,TD,33,1006,-1, , , , , , , , , , , , ,1010,180,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,290
2018292N14261,2018,100,EP,MM,WILLA,2018-10-20 12:00:00,TS,14.9,-105.1,35,1005,hurdat_epa,main,416,411,O______________,hurdat_epa,EP242018,14.9,-105.1, ,TS,35,1005,0,30,30,0,30, , , , , , , , ,1010,210,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , , , , , , ,5,295
2018292N14261,2018,100,EP,MM,WILLA,2018-10-20 15:00:00,TS,15.0,-105.3, , , ,main,416,411,P______________, ,EP242018,15.0,-105.3, ,TS,40,1003,0,30,30,10,30, , , , , , , , ,1010,210,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,295
2018292N14261,2018,100,EP,MM,WILLA,2018-10-20 18:00:00,TS,15.1,-105.5,45,1001,hurdat_epa,main,416,409,O______________,hurdat_epa,EP242018,15.1,-105.5, ,TS,45,1001,0,30,30,20,30, , , , , , , , ,1009,210,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55, , , , ,12,40, ,40,40,5,310
2018292N14261,2018,100,EP,MM,WILLA,2018-10-20 21:00:00,TS,15.3,-105.7, , , ,main,409,404,P______________, ,EP242018,15.3,-105.7, ,TS,50,999,0,35,35,25,35,10,10, ,10, , , , ,1009,210,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,43, ,35,43,6,315
2018292N14261,2018,100,EP,MM,WILLA,2018-10-21 00:00:00,TS,15.5,-105.9,55,996,hurdat_epa,main,404,394,O______________,hurdat_epa,EP242018,15.5,-105.9, ,TS,55,996,0,40,40,30,40,20,20,0,20, , , , ,1009,210,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75, , , , ,12,45,30,30,45,6,320
2018292N14261,2018,100,EP,MM,WILLA,2018-10-21 03:00:00,TS,15.8,-106.1, , , ,main,393,391,P______________, ,EP242018,15.8,-106.1, ,TS,63,992,0,40,40,30,35,20,20,5,20, , , , ,1009,210,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,60,45,45,60,6,320
2018292N14261,2018,100,EP,MM,WILLA,2018-10-21 06:00:00,TS,16.0,-106.3,70,987,hurdat_epa,main,391,376,O______________,hurdat_epa,EP242018,16.0,-106.3, ,HU,70,987,1,40,40,30,30,20,20,10,20,10,10,0,10,1009,210,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,85, , , , ,12,75,60,60,75,6,325
2018292N14261,2018,100,EP,MM,WILLA,2018-10-21 09:00:00,TS,16.2,-106.5, , , ,main,380,366,P______________, ,EP242018,16.2,-106.5, ,HU,78,981,1,45,45,35,40,25,25,15,25,13,13,5,13,1009,205,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,75,60,60,75,5,325
2018292N14261,2018,100,EP,MM,WILLA,2018-10-21 12:00:00,TS,16.4,-106.6,85,975,hurdat_epa,main,366,353,O______________,hurdat_epa,EP242018,16.4,-106.6, ,HU,85,975,2,50,50,40,50,30,30,20,30,15,15,10,15,1009,200,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100, , , , ,12,75,60,60,75,5,320
2018292N14261,2018,100,EP,MM,WILLA,2018-10-21 15:00:00,TS,16.6,-106.8, , , ,main,359,348,P______________, ,EP242018,16.6,-106.8, ,HU,93,969,2,55,55,40,55,30,30,20,30,15,15,10,15,1009,190,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,83,75,60,75,5,325
2018292N14261,2018,100,EP,MM,WILLA,2018-10-21 18:00:00,TS,16.8,-106.9,100,962,hurdat_epa,main,348,330,O______________,hurdat_epa,EP242018,16.8,-106.9, ,HU,100,962,3,60,60,40,60,30,30,20,30,15,15,10,15,1009,180,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,115, , , , ,12,90,90,60,75,6,335
2018292N14261,2018,100,EP,MM,WILLA,2018-10-21 21:00:00,TS,17.1,-107.0, , , ,main,322,307,P______________, ,EP242018,17.1,-107.0, ,HU,110,954,3,70,65,45,65,35,35,20,30,18,18,10,15,1009,180,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,90,90,60,75,7,345
2018292N14261,2018,100,EP,MM,WILLA,2018-10-22 00:00:00,TS,17.5,-107.1,120,945,hurdat_epa,main,307,291,O______________,hurdat_epa,EP242018,17.5,-107.1, ,HU,120,945,4,80,70,50,70,40,40,20,30,20,20,10,15,1009,180,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,145, , , , ,12,90,90,60,75,6,350
2018292N14261,2018,100,EP,MM,WILLA,2018-10-22 03:00:00,TS,17.7,-107.1, , , ,main,291,276,P______________, ,EP242018,17.7,-107.1, ,HU,130,935,4,80,75,55,70,40,40,25,30,23,23,13,15,1009,180,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,120,120,90,113,4,0
2018292N14261,2018,100,EP,MM,WILLA,2018-10-22 06:00:00,TS,17.9,-107.1,140,925,hurdat_epa,main,276,245,O______________,hurdat_epa,EP242018,17.9,-107.1, ,HU,140,925,5,80,80,60,70,40,40,30,30,25,25,15,15,1009,180,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,165, , , , ,12,150,150,120,150,6,355
2018292N14261,2018,100,EP,MM,WILLA,2018-10-22 09:00:00,TS,18.3,-107.1, , , ,main,245,228,P______________, ,EP242018,18.3,-107.1, ,HU,138,927,5,85,80,60,75,40,40,30,35,25,25,15,18,1009,210,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,165,165,135,165,8,355
2018292N14261,2018,100,EP,MM,WILLA,2018-10-22 12:00:00,TS,18.7,-107.2,135,928,hurdat_epa,main,228,210,O______________,hurdat_epa,EP242018,18.7,-107.2, ,HU,135,928,4,90,80,60,80,40,40,30,40,25,25,15,20,1008,240,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,170, , , , ,12,180,180,150,180,8,355
2018292N14261,2018,100,EP,MM,WILLA,2018-10-22 15:00:00,TS,19.0,-107.2, , , ,main,204,190,P______________, ,EP242018,19.0,-107.2, ,HU,133,931,4,100,90,65,80,45,45,35,40,28,28,15,23,1008,220,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,165,225,165,180,7,0
2018292N14261,2018,100,EP,MM,WILLA,2018-10-22 18:00:00,TS,19.4,-107.2,130,934,hurdat_epa,main,190,170,O______________,hurdat_epa,EP242018,19.4,-107.2, ,HU,130,934,4,110,100,70,80,50,50,40,40,30,30,15,25,1008,200,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,170, , , , ,12,150,270,180,180,8,0
2018292N14261,2018,100,EP,MM,WILLA,2018-10-22 21:00:00,TS,19.8,-107.2, , , ,main,170,158,P______________, ,EP242018,19.8,-107.2, ,HU,125,939,4,110,100,75,85,50,50,40,45,30,30,18,25,1008,190,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,135,225,180,165,8,0
2018292N14261,2018,100,EP,MM,WILLA,2018-10-23 00:00:00,TS,20.2,-107.2,120,943,hurdat_epa,main,158,156,O______________,hurdat_epa,EP242018,20.2,-107.2, ,HU,120,943,4,110,100,80,90,50,50,40,50,30,30,20,25,1008,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,160, , , , ,12,120,180,180,150,6,360
2018292N14261,2018,100,EP,MM,WILLA,2018-10-23 03:00:00,TS,20.4,-107.2, , , ,main,156,156,P______________, ,EP242018,20.4,-107.2, ,HU,115,948,4,110,100,80,90,50,50,40,50,30,30,20,25,1008,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,120,180,180,150,4,0
2018292N14261,2018,100,EP,MM,WILLA,2018-10-23 06:00:00,TS,20.6,-107.2,110,952,hurdat_epa,main,157,157,O______________,hurdat_epa,EP242018,20.6,-107.2, ,HU,110,952,3,110,100,80,90,50,50,40,50,30,30,20,25,1008,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,145, , , , ,12,120,180,180,150,4,5
2018292N14261,2018,100,EP,MM,WILLA,2018-10-23 09:00:00,TS,20.8,-107.2, , , ,main,162,160,P______________, ,EP242018,20.8,-107.2, ,HU,108,956,3,110,100,80,90,55,55,40,50,33,33,23,28,1008,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,135,195,180,165,5,10
2018292N14261,2018,100,EP,MM,WILLA,2018-10-23 12:00:00,TS,21.1,-107.1,105,960,hurdat_epa,main,165,159,O______________,hurdat_epa,EP242018,21.1,-107.1, ,HU,105,960,3,110,100,80,90,60,60,40,50,35,35,25,30,1008,180,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,135, , , , ,12,150,210,180,180,6,20
2018292N14261,2018,100,EP,MM,WILLA,2018-10-23 15:00:00,TS,21.4,-106.9, , , ,main,150,118,P______________, ,EP242018,21.4,-106.9, ,HU,103,963,3,100,100,75,85,55,55,40,45,33,33,25,28,1008,165,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,135,180,180,180,7,30
2018292N14261,2018,100,EP,MM,WILLA,2018-10-23 18:00:00,TS,21.7,-106.7,100,965,hurdat_epa,main,118,75,O______________,hurdat_epa,EP242018,21.7,-106.7, ,HU,100,965,3,90,100,70,80,50,50,40,40,30,30,25,25,1008,150,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130, , , , ,12,120,150,180,180,9,35
2018292N14261,2018,100,EP,MM,WILLA,2018-10-23 21:00:00,TS,22.1,-106.4, , , ,main,75,20,P______________, ,EP242018,22.1,-106.4, ,HU,100,967,3,90,100,70,80,50,50,40,40,30,30,25,25,1008,150,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,40
2018292N14261,2018,100,EP,MM,WILLA,2018-10-24 00:00:00,TS,22.5,-106.0,100,968,hurdat_epa,main,20,0,O______________,hurdat_epa,EP242018,22.5,-106.0, ,HU,100,968,3,90,100,70,80,50,50,40,40,30,30,25,25,1008,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130, , , , , , , , , ,11,40
2018292N14261,2018,100,EP,MM,WILLA,2018-10-24 01:30:00,TS,22.7,-105.8,100,968,hurdat_epa,main,0,0,O______________,hurdat_epa,EP242018,22.7,-105.8,L,HU,100,968,3,90,100,70,80,50,50,40,40,30,30,25,25,1008,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,45
2018292N14261,2018,100,EP,MM,WILLA,2018-10-24 03:00:00,TS,23.0,-105.5, , , ,main,0,0,P______________, ,EP242018,23.0,-105.5, ,HU,82,975,1,77,87,67,63,25,25,20,20,15,15,12,12,1008,150,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21,45
2018292N14261,2018,100,EP,MM,WILLA,2018-10-24 06:00:00,TS,23.8,-104.6,45,990,hurdat_epa,main,0, ,O______________,hurdat_epa,EP242018,23.8,-104.6, ,TS,45,990,0,50,60,60,30, , , , , , , , ,1009,150,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50, , , , ,12, ,120,180,150,23,45
